10000 3
-1536 -7311 6551 
5656 -124 -2398 
-9760 4450 6360 
-4822 3767 6894 
7765 -7244 1773 
-5487 -7828 916 
5950 8938 -6039 
-1272 358 7038 
-4068 -7781 1805 
-6421 4785 3837 
-7303 -9848 -9087 
-7714 -636 248 
-1641 270 1223 
6255 -5799 -5719 
-2818 3547 355 
840 42 -2425 
-6425 1701 -4063 
-177 8990 -8239 
6206 3421 2745 
1581 2751 7746 
2866 4522 -8546 
-1789 -8387 -9254 
-3002 2685 9569 
-9528 6310 -4648 
2209 -5988 7449 
-2493 3217 67 
8384 857 -3763 
6471 9285 -4351 
6528 6852 -5563 
-4473 -388 -8613 
-3566 -5754 -5902 
4070 -5982 -2370 
2074 -281 8042 
-7759 8911 -9314 
861 -3905 2748 
-4558 -3615 2014 
4922 -8657 -7667 
-4817 8424 -460 
-6758 1871 6758 
-6122 -4113 6567 
-1688 5624 -6208 
-2447 5629 -9008 
4451 -7201 -6526 
-2467 -6579 9529 
8947 -1752 -3092 
-8672 7675 2176 
8215 7223 4292 
-9586 -3589 8165 
3751 -6802 3068 
9532 -2612 -4062 
6723 -38 6282 
-8796 -2022 -2085 
-5908 -9182 -7408 
-6612 -8620 -7281 
5091 -4436 -5802 
5770 -4751 -5329 
-5922 -4017 429 
7600 -6817 -5951 
8479 9229 -8389 
-9253 -9722 9414 
-2531 -9200 -5829 
6427 3964 8604 
-3657 -8383 2610 
-511 -8461 9196 
5076 9053 -1208 
-953 -4935 -5608 
-8134 5977 -8067 
1990 1828 -2887 
2714 -214 8502 
-7712 1649 5444 
-7730 -336 -8552 
-98 -4106 7624 
-2762 9222 314 
-147 3898 6574 
6350 -9787 -3539 
-4009 9502 -7001 
2832 -4988 2994 
-5196 3364 -8836 
-2078 8505 -440 
-557 7365 -2704 
-1621 -2514 3629 
7822 723 -7787 
321 -1919 -8060 
8785 -1673 5685 
3090 -7744 -356 
-1603 -6031 327 
-3013 -1655 -1034 
-8186 -4535 2635 
7259 9801 5087 
-2160 3677 -4105 
-8874 -4945 -9677 
5664 -9754 -2144 
-8865 -3039 -4119 
-5431 -8855 -2280 
8747 -1636 -6818 
7834 -492 -5994 
-7311 3159 1710 
6714 6880 -8368 
3355 7350 -8945 
-913 -6160 855 
-8529 -3163 -1954 
3443 2110 8346 
-6211 8227 2296 
-8475 244 7789 
-9202 -4609 213 
3586 201 -9500 
2324 -8894 7107 
-6557 -5052 -9725 
4810 7389 -8859 
-721 8967 6604 
-2132 8754 -4069 
6856 1913 -533 
5653 -3858 -1181 
-5141 -6113 -1695 
489 1787 -8069 
-7748 -2877 7823 
-6252 1557 -5477 
-5136 2134 7235 
-1251 5767 -7830 
-6193 5443 9307 
9027 -9958 6154 
-4856 5070 2930 
-220 -4731 6871 
-5007 -4400 -2376 
-1963 -4373 -867 
6941 -6973 -8006 
-2573 581 7543 
-6242 -2113 1075 
-1012 4713 4638 
-5824 -4409 -6241 
-6797 -280 -6422 
-2705 8051 -5012 
989 7018 2766 
-8104 9032 -8412 
7585 -8725 9399 
-6917 -4491 -6896 
6951 -7330 6829 
-9425 2669 8628 
-6721 -7559 3245 
-4937 -5433 -2276 
1111 7076 -2477 
902 8861 9568 
-8954 -8298 -7482 
8713 -4646 8843 
-172 -2254 2222 
-7012 4102 6003 
-6840 -5632 -4227 
9619 -1990 4212 
7621 -1507 -1819 
7679 -6221 4249 
-621 -77 -7383 
-2610 2532 4225 
-5060 -8442 4449 
199 5859 -554 
-9647 9914 -2620 
6036 -1170 -3985 
-6651 3198 7753 
1120 -4655 7064 
938 4917 5211 
93 1814 8219 
-1930 9442 6196 
-7513 -2562 1421 
90 9397 -6696 
-1414 433 -3395 
2869 -7323 8923 
9200 1382 4195 
2839 8947 98 
-9657 7346 8415 
-6696 -4085 6909 
-5078 7561 9967 
5038 -8788 3530 
1344 9415 6121 
3165 6866 6813 
8976 -9816 -2413 
6431 2955 -4785 
2239 -6106 -8597 
4723 -4307 1113 
5384 9319 -4385 
9199 -5424 3657 
-7310 -2709 7287 
2353 3900 -8910 
5469 -1163 1891 
9630 3952 2404 
6891 7979 1445 
-185 1598 -4793 
3439 683 452 
2663 3656 6529 
-6535 -8095 5476 
8631 1556 3283 
-322 -6706 7317 
5117 386 6074 
9353 3918 -3132 
-6364 -2190 -2785 
-556 -790 3137 
-2464 -4441 277 
-6182 -6908 1851 
6228 4114 1300 
5780 -1089 -3029 
9192 2411 7929 
-9471 -835 4749 
7022 8661 3311 
-8115 -1558 3356 
9805 -6771 4958 
-1280 -9847 5540 
-878 -2821 -8332 
4260 -7477 6645 
-2804 6437 5614 
8660 9515 -3653 
6049 6405 -4583 
-5622 8201 6860 
535 1523 -7109 
-1294 -1971 8928 
-8950 5974 -6052 
8386 -3790 6690 
9415 -8394 1011 
-7251 5808 -5572 
-5777 7657 -6610 
-1705 1517 529 
-1669 3876 -4735 
7609 7161 -8526 
64 -4796 -2924 
159 -4682 388 
-9278 8191 -975 
-9890 -568 8472 
-3330 -4294 1176 
-2661 -9207 -6989 
-9563 7769 1280 
-6891 7258 -1772 
-8524 3530 -1522 
1023 8248 6830 
-6273 9400 -5353 
8281 -2368 2720 
-262 910 2271 
179 131 8964 
6331 -2129 -3073 
9966 2805 -5879 
-5807 -7061 2634 
-8906 8152 7549 
-2604 -5935 -803 
1943 5833 7440 
5572 2288 -9251 
-644 574 7599 
5058 8697 -2597 
5688 -4701 -6109 
2737 -9547 -2267 
-1416 2600 -1316 
4756 -3329 9709 
6546 -7945 2994 
-1791 -96 -6119 
-3806 5775 -8168 
-4872 9767 -8919 
-3433 -5775 2668 
-8008 8350 9697 
-6628 -4075 -4007 
8490 -7039 2268 
7543 617 -4015 
-2110 -2881 359 
4359 -4248 -2435 
-483 1198 1820 
-2202 -7580 -7966 
4700 -8907 9313 
9785 -5839 -68 
-3747 -7393 9835 
-4812 -6952 -9528 
-3601 6516 8000 
-8720 9532 7764 
-6969 -7786 4371 
432 -9126 563 
8794 -2524 -4912 
-243 -9980 -3353 
-1226 -3271 -6783 
-9528 5352 -1739 
3486 3571 6087 
-2234 -5286 9782 
2247 3647 -8726 
7289 -4455 -5440 
9971 -1158 -3364 
9074 -176 -4472 
5756 -3468 -9244 
-2922 -5241 -2372 
2543 -6797 -178 
-5682 8288 3026 
-9244 -4637 -8000 
-4819 9444 -1308 
-3606 -4121 -8790 
-8758 -7188 -8562 
5262 2408 -7957 
-377 -8627 8476 
7835 7700 1638 
-904 9453 8115 
-5565 -4659 -3746 
-1126 -7222 2386 
8188 -4918 3532 
9035 6165 -3594 
-9126 -5309 8243 
-1842 8911 9743 
6138 4682 3839 
4161 -3676 -8270 
6707 1493 8861 
-8280 9060 3304 
-7038 -4326 -8666 
-8597 8623 -4853 
7707 -6641 -4315 
1753 4528 -2151 
9932 9048 3545 
-514 -1852 9883 
-639 3550 -7173 
4286 2537 -391 
8516 -4384 -9842 
5620 1503 -7499 
-1321 7256 -467 
8728 -9836 -6885 
5552 1490 5281 
-3982 3728 8381 
-3229 -9647 2035 
6380 3622 -3678 
-568 -6789 3672 
4524 3819 -8533 
-4660 -4831 -1132 
-4519 4414 6734 
-1441 -6484 -1635 
-5340 4528 -6767 
2103 8949 -343 
-7630 3277 -22 
-9310 -9799 -690 
9738 9761 -5714 
-1902 -2337 -7534 
3461 4313 -3357 
4195 9164 7633 
-1856 8557 3538 
-3162 -5539 7950 
2321 4303 426 
6698 -4667 -4434 
3085 -2581 1136 
4122 8356 1009 
8205 -9656 -3852 
-6738 -567 1215 
2243 6815 -3442 
-3508 4610 -7762 
-6770 -5664 4703 
-7041 8426 6145 
6357 6510 5728 
1066 7099 -3859 
-5498 472 7185 
-5925 1973 8386 
-7771 1546 6684 
1908 8827 -1030 
274 -9395 -3052 
-2233 -6619 -3254 
-1900 66 -7064 
-6123 -7525 -835 
-8816 7753 -8871 
7435 1114 -947 
4968 7122 3917 
5265 -1571 -718 
-9800 -8050 -8429 
-9276 8272 -5356 
-4977 6715 -1538 
-858 9452 -9561 
-7874 1789 -9062 
8576 7229 -8655 
-6843 5904 -980 
-6929 7652 5486 
-7744 2732 3450 
4683 4320 4969 
2955 -3950 -561 
-8812 5106 7860 
6415 -4178 8421 
-6528 4514 -7213 
4662 -3604 7486 
8642 1495 -2224 
-5605 506 -8761 
-6811 8512 -3934 
6750 7215 186 
9881 -605 6256 
-6964 -3202 2740 
-253 -3589 -9277 
-1082 1288 -4567 
-1238 3906 5971 
8350 5690 -1977 
-1706 7526 8057 
-9265 7105 8114 
4241 -5158 -1549 
-4305 3285 7775 
-5103 -5132 -1924 
4975 -9207 -7310 
7087 5337 -2574 
-1872 9474 -8949 
-4603 -4653 -2520 
-6699 7351 -5820 
1385 -7150 7907 
-1380 -647 -4328 
4639 1232 9616 
-3025 -4450 756 
-5665 -3423 -2917 
-4689 9325 -3176 
1679 -344 -5951 
-5675 7334 -1916 
315 -9854 158 
-3044 -1769 -1671 
-4693 4669 -7141 
1429 -5808 3654 
-598 -8905 2191 
-6704 5922 7955 
1377 -4379 7476 
3330 1375 -7118 
9547 -4129 2884 
-5047 3823 -9309 
-3740 -8364 1376 
-7797 -5895 4538 
3443 5478 8048 
-6834 8931 -2717 
6321 -8018 3315 
-3430 5102 1518 
-2023 3188 -1817 
-3381 -646 1464 
-4444 1635 -7453 
909 -2645 -9887 
-7972 307 -4990 
437 7138 -8346 
-5250 -1291 -2718 
216 2602 4100 
4378 3168 8097 
-641 8335 -2161 
-7194 -1439 -2962 
8229 1404 5721 
-2139 1117 4119 
3771 6571 -7017 
-6978 -6670 4780 
-3071 5918 8134 
-8942 -1383 7292 
-8318 -3484 5384 
-1653 -8534 8082 
4835 5261 5093 
2144 7625 1872 
-5761 -3808 -6444 
789 1981 3183 
4519 7857 8141 
-5878 -7525 -5637 
-1747 -3229 -4916 
2968 8019 8477 
524 -4282 -8766 
8112 -8599 9976 
1229 -3528 -202 
7156 9278 6059 
-306 -3054 -8315 
6961 1234 -3255 
840 6758 -5055 
9534 8345 9504 
-3772 9117 1262 
8893 -4707 5810 
8144 7949 5198 
-5879 -1801 -8138 
-5797 -6892 3577 
6806 -7393 -463 
-2806 -7111 -2979 
-9671 -1300 -4137 
-2433 9574 172 
-9868 -6211 8078 
-1910 -3423 8082 
-6530 -1477 -9449 
7458 1207 -6265 
2883 -4353 -4070 
-8348 -5587 -9907 
-4316 -7438 3179 
9082 407 132 
2830 -3423 5888 
1442 -8347 -3274 
2870 9052 5452 
2353 6372 4409 
6664 995 3770 
-53 -2384 -3618 
4813 8680 9734 
8679 6344 -5975 
5599 -1023 -4661 
7280 -9510 6885 
9776 -6524 -7934 
3642 3217 3530 
-952 9686 -8219 
1391 1445 -8647 
5187 4608 2431 
5360 3450 6776 
-2637 -5594 9240 
-7915 -114 -9919 
-6636 -2025 9730 
-4214 6663 -3707 
8754 -4549 2496 
-8204 -1775 4240 
4041 4170 3339 
-2518 7683 1079 
4219 7342 -7915 
-1609 -3803 -1498 
1879 2293 4067 
-5515 2084 9520 
-5672 -1205 -5741 
-3092 5383 -2882 
-6790 -3913 -3713 
-904 462 -4884 
-8616 9007 -3984 
9579 -4306 -681 
5175 -8623 9187 
6058 2138 5345 
-4443 6418 -9160 
9316 -9584 1173 
-5206 9694 -572 
8338 6713 -6133 
-3592 -7086 -8743 
712 2036 7817 
4774 -8112 -8224 
3426 -2015 -977 
-578 8600 136 
-1581 9780 7869 
-5864 -5980 -2494 
-395 4858 6001 
-3971 4909 -5420 
-4676 5727 -5903 
-5145 860 6618 
-8409 3137 -7828 
4633 -1294 3631 
-9356 3869 -7273 
9861 -311 9056 
-7321 -2860 -5977 
-4893 7429 -577 
-9450 -7302 -6899 
-7477 -122 2354 
1607 -9040 8251 
5908 -6799 7627 
6538 -4822 -800 
1018 -5989 -5314 
164 -85 816 
7923 9189 9856 
-6514 -3826 -1751 
4534 6932 7828 
5048 2613 7699 
9061 3108 -6361 
-2632 4558 1287 
-9707 -4027 889 
-2733 1570 922 
-3290 7791 7594 
2271 455 -159 
9978 3239 -1700 
-3878 8430 -5061 
-812 5253 -2335 
-2268 3420 4613 
-9120 4467 -1023 
-3000 -8774 3375 
1107 -4389 2928 
8930 4199 5830 
5402 7142 -7223 
7155 1770 387 
6097 -7530 -5205 
-3890 -3326 -9127 
-4385 3479 -527 
-9631 5956 1270 
9421 -5295 -4878 
2795 -7720 9985 
-8220 -6823 6312 
-7049 5270 8588 
-2066 25 6189 
-7344 2243 2109 
-4052 -8215 -9616 
6657 4883 6283 
-5997 -9485 -2557 
5064 5769 8188 
7351 -8843 2796 
318 8644 -6294 
-3184 -176 5416 
1831 -9955 -2489 
-2447 -6596 -2597 
-4883 -3718 -1598 
5475 -1324 6583 
-267 -7723 8368 
4524 5279 -4425 
-354 -3638 1294 
9551 9325 -9222 
8956 -1242 8236 
9765 7422 -6645 
8473 6782 -8023 
1063 7819 -3973 
6609 -9973 2573 
-6863 -8574 9215 
4629 -3571 -2698 
-4695 3934 4704 
9226 -8665 7026 
227 -7687 -7275 
9908 -8164 7496 
2932 -6325 -2001 
709 3880 -3558 
9349 3722 3404 
-6164 3542 5708 
-8429 -4415 -7369 
9729 610 9782 
9853 -1384 -7249 
-9428 8861 -4679 
8278 -8629 -3107 
107 -1446 4803 
5310 -7520 -5207 
6878 3339 -4464 
5503 -3040 2487 
-7466 -3056 1121 
-4324 -8388 5788 
2308 4598 8761 
-2930 8696 -9073 
1914 -6241 7972 
-425 6957 5255 
9606 6056 -2172 
-9514 -3482 5131 
-232 -8260 5688 
6378 6933 -704 
606 2156 -6674 
2801 -9505 2203 
-6579 8832 8521 
-2170 -767 -1356 
4331 -8417 8443 
-6348 3853 5272 
-3020 -8271 5301 
8633 255 3426 
-548 4412 8719 
9625 -8772 -6573 
-4167 5600 1326 
-5485 -8795 -4587 
9674 6496 -8196 
5950 654 -1209 
-986 -9229 -8170 
7103 -1243 -5079 
-4499 -4833 -8197 
8618 -6024 3873 
6337 -7507 -7572 
8809 -2783 8216 
4352 -3558 -6603 
8081 -4451 -5557 
5213 -2214 -5107 
7531 586 9197 
5391 8806 -3783 
5537 -9116 -9530 
-5430 8646 8845 
-7941 1717 4548 
3898 -6236 -8682 
-2382 7232 -2429 
3569 -2435 -2243 
6964 -6963 -1022 
-5852 -8994 1825 
5619 6911 6552 
-9613 6215 5912 
-842 4942 8326 
1514 4462 1348 
-2961 -7018 1152 
-3207 1883 -2231 
4528 1758 2109 
1563 -3056 -4400 
8988 -5784 1990 
1415 8706 -9921 
4703 1992 -3110 
3760 -717 -5604 
-4650 -6144 -7209 
5657 -2647 -5220 
759 -8938 -4224 
5011 7702 -7403 
-4420 3928 3954 
1235 -4173 4589 
7905 -8810 -5330 
3328 2656 -3304 
-3310 464 -6551 
-9283 -7906 -3736 
-8568 5416 7774 
-5915 3436 4133 
-5970 -933 6018 
-487 -2029 -7025 
7273 -828 -1174 
5417 6771 1937 
-6071 6893 -9354 
-4753 5589 1597 
4716 -1684 -7141 
2109 -2791 -4759 
-9156 -8426 9043 
951 8104 -8196 
1850 7789 -2630 
-6696 -1348 5471 
-3335 -6690 4682 
-357 4068 7044 
-1471 -9761 1388 
-7541 -2623 -76 
3499 -3246 -3070 
-459 -1566 7544 
3287 -4419 5259 
3809 8086 -651 
-3115 -2282 9889 
-8805 3209 -1333 
5662 -1475 -8960 
-4705 4856 -6883 
8049 868 -2975 
8296 -4002 -6270 
7798 6575 7839 
30 8865 -8915 
-3957 9807 -316 
1115 -663 -3637 
9447 -1967 -3327 
899 4677 -1529 
-2170 709 1956 
-3741 -648 3135 
9696 -1439 -863 
9721 2305 6260 
-4015 8280 -6180 
8951 -7258 -3838 
9476 9013 -5946 
7726 6573 5613 
-6943 -6401 -5251 
6885 -3474 -680 
-8264 -4837 -9098 
-6756 8759 4948 
2315 4598 3272 
-9805 2681 7520 
-7487 -9464 2564 
7356 2482 316 
7956 5638 9393 
-7199 -7284 8591 
-8609 -2018 -7289 
-576 -762 -8391 
3308 -1414 4768 
-4394 -4785 -5060 
-3640 1044 -7922 
-1212 4946 3695 
-1662 7684 -4745 
-5327 -6415 -7846 
-9891 -1892 -4013 
-7632 -9276 8270 
6950 1470 -6934 
3695 -7480 3972 
4725 -9916 5414 
-5400 7380 6766 
-4361 -7546 3544 
7888 323 9515 
-9820 1515 2325 
-1365 -2062 1690 
2643 -826 -1857 
-67 2645 2654 
-5734 -2882 -2573 
-3595 -119 -6617 
-7386 -2343 -4676 
4836 -9715 5760 
5043 1372 5590 
-9869 7730 -9008 
8093 8601 -584 
-8451 4153 9098 
-484 5084 1868 
854 -2641 -5419 
-9405 -8774 2236 
1328 529 -6071 
-2502 -2314 -4167 
12 1726 -771 
2171 -6219 -1633 
-4899 -3646 1726 
9521 9576 -584 
-1269 -3031 5140 
1182 -5447 -1783 
-8151 -9180 -3059 
-3726 -9728 1070 
7735 -4695 -8284 
5313 -6419 -9514 
-531 -2297 -512 
-2662 -7976 8516 
8278 2089 -8139 
602 7644 -2336 
-5191 1510 -2715 
476 7331 3088 
9146 2928 6071 
555 -5618 9580 
-7211 -1972 8288 
-1516 -5303 1289 
8583 6186 8320 
-7658 -9664 527 
-8964 7148 -248 
9112 9866 3990 
3928 -9933 3951 
-935 -5780 -3685 
2322 4631 -5401 
614 -8980 -7227 
7305 -6205 5550 
5387 8346 924 
5837 -3341 -7537 
5501 -2955 -662 
4168 -599 -4879 
-6038 -3288 -2053 
1784 9526 -3845 
7886 5726 -5067 
8760 -7401 -6911 
-7369 3495 889 
-4110 -5575 -1993 
-3211 -5254 1243 
-5510 -8509 1788 
3509 7334 -8207 
-3194 -3498 8453 
-5304 -4972 -1315 
3787 -14 -202 
6488 6344 3671 
-175 1280 -8890 
-3890 -7226 -3074 
4283 -2720 4315 
2732 2326 -6051 
4615 -8304 3422 
-2532 -5823 -9787 
107 -1845 -4492 
-6548 3066 -337 
-5897 5209 6926 
-8384 -4194 9069 
520 -25 -7164 
-2843 -8969 -269 
3044 -7629 351 
-6125 6766 2029 
-77 6528 -3428 
-2346 -7679 308 
7006 6155 70 
9696 7114 -2535 
-2987 -7919 2047 
-5336 -7802 -1197 
6381 -7658 4385 
-4422 -8053 -3132 
-1660 9986 -5371 
2106 8191 -4666 
4282 5583 5277 
-4902 8745 9009 
-9841 -1525 7097 
788 9922 7187 
-2235 8761 2042 
2638 1595 -8999 
7966 2076 7366 
-8432 5963 8710 
-1656 -7369 1126 
-7453 -9916 -4243 
4797 7932 6190 
-6154 -2546 8772 
-6097 8814 -1755 
6861 -9497 8097 
1530 -6662 -3314 
4292 -7597 6714 
75 -968 -3494 
-2663 7282 -7736 
2193 1837 4522 
524 468 5758 
-4406 4416 3949 
-564 9895 -6472 
9256 -121 7088 
368 -5186 -4278 
-8870 -4433 -5357 
-6420 7280 -1337 
7200 221 974 
7942 -8743 1070 
-9330 -296 -904 
-2537 -8792 -3408 
7540 3428 -6247 
874 7889 -8162 
-9479 -4519 -5946 
-7109 -6248 -2053 
-3446 -7055 -6421 
6697 8314 -6505 
-6742 -5857 -5050 
6664 -48 -6221 
7636 -4891 2898 
2793 -2179 136 
5975 -4426 -2116 
8527 1970 4443 
8445 -1481 9825 
-4062 1620 9917 
-7138 5087 -522 
-4501 219 -6955 
763 -8721 426 
3125 -445 2691 
-4499 -7902 -3563 
6390 7999 3790 
136 2015 6001 
6454 2937 -6590 
-2951 7274 275 
7372 4396 3047 
3666 -3141 5460 
-2583 -5388 -4779 
-8769 3857 954 
-8071 -6512 -3536 
7125 2391 -4818 
671 -3173 2841 
-5569 -9973 7642 
4958 2235 6109 
-5106 7534 -6577 
-7114 1317 -8173 
5541 -1147 -1929 
-2372 5195 -7985 
6501 -2806 -5931 
-7229 -4867 -7791 
7958 -22 -3268 
-2969 -7683 -7859 
-6712 2223 -6273 
-4504 -3523 -2410 
-7230 -5274 -5443 
-9139 -5390 -799 
8816 -3770 -4005 
8434 5365 7254 
-8114 7751 -7971 
1305 3595 9663 
-4442 -1912 8763 
142 687 8345 
4869 4734 5916 
-2535 9619 -9007 
-410 2705 8599 
858 -1248 -7689 
1476 -6944 7719 
5196 3522 -8420 
-304 7863 1100 
1581 1775 -7880 
9223 8849 -6047 
7944 -8377 2773 
1300 -9647 -8052 
580 -7968 611 
-8104 -3667 -1967 
-7851 -8115 4214 
-3017 9360 -3718 
-2754 -6640 -6748 
-5385 4242 4768 
-4969 5449 124 
7416 1385 -1753 
-7511 -611 -2217 
-1270 5549 5414 
-8371 -708 6586 
774 276 -7055 
-4374 9608 -748 
6835 -6388 -6074 
424 -457 -6390 
-483 5871 -7333 
-3956 -3242 -966 
-5236 -2882 7976 
-6140 6934 -6850 
1056 7915 3247 
-3443 -2412 8139 
-8928 7229 4968 
-6629 2372 -5660 
-9007 -348 -600 
-2316 -1554 4171 
-1575 6894 4647 
-4094 -5846 -818 
3676 6785 1036 
-680 1920 -6571 
4114 6677 4701 
-66 4101 4737 
-9472 -6156 -2326 
-1238 -9482 7779 
3630 4227 8984 
8705 5083 5794 
-4697 3254 9917 
3987 3508 -3903 
4129 4369 -5207 
1523 6615 -9188 
2345 446 -9471 
-4097 -8189 -2700 
8237 7719 -8116 
6053 -654 6165 
-3727 -7788 -2279 
5790 -2705 1881 
-9231 -4700 -1400 
-8972 -2575 8566 
7121 -6146 -4942 
9564 -2528 5550 
8049 -7168 -9919 
6161 -7090 2756 
-9467 656 2719 
-5924 9732 704 
-7209 -2566 -45 
-3217 -3067 -757 
-3180 -5109 -3167 
-780 -318 -2585 
-6372 6408 -2300 
-8813 6060 4976 
7245 2854 4706 
5269 -1787 5242 
-8121 9919 -6945 
-7951 2790 -5236 
8595 8294 8553 
-5054 -4486 -1076 
-9729 -711 1404 
7152 -2014 2966 
6312 5352 -6384 
-7917 3011 -7790 
-7665 -9460 100 
7534 -5482 9889 
1941 3698 2333 
3067 -167 5423 
6974 7379 5421 
3808 -3566 -8373 
-4116 -3996 -9585 
1798 4651 -878 
-5786 -2141 5890 
-1516 -531 7433 
186 7870 -7130 
474 2056 -2074 
957 -8088 4423 
3213 -8273 9110 
-2460 -7953 -3996 
8624 -3043 -642 
2926 -6598 -2464 
-9435 -5672 890 
-5485 -6538 3217 
9928 -8985 9848 
4352 8650 -4671 
9157 7902 -4597 
-2602 -5146 -4454 
8161 -4564 835 
4604 -944 -8896 
3480 -901 6105 
-7200 -7854 -2341 
-5145 -5754 -5887 
-3405 5812 6689 
284 4664 -3292 
1079 6796 2652 
-6857 5476 3505 
3721 -5868 3406 
2827 -6849 -5593 
-6615 -848 2732 
-9408 1472 9096 
2126 -4093 -2446 
-9611 -2795 7372 
332 2797 -2024 
-2435 3919 8981 
5324 6156 9182 
5985 -9188 -6982 
641 -2801 -7247 
-5438 2442 -9572 
4946 6691 -2792 
7390 5035 -6007 
2617 -1716 8874 
1010 -1339 -270 
9768 -8983 -3867 
9903 9937 2955 
-2102 -4251 7170 
4669 891 -687 
9815 -3301 8953 
8886 3656 251 
2806 -7236 1043 
2378 -7958 9525 
-3936 -1176 -6168 
-9398 -7215 -8950 
6395 -840 3105 
9511 -6442 6580 
-5487 -6231 -1303 
-6831 -2817 -5709 
969 -294 -9988 
6352 -5094 9733 
-8048 -8297 -2722 
6665 7839 -500 
7468 -1074 9637 
2087 6158 6192 
-2560 -9961 9058 
-4843 -3947 5456 
-4779 9730 -5037 
7063 2101 -4742 
-9017 6190 -6765 
981 -8329 -4498 
-2628 -3516 9109 
-3178 -5076 -107 
-9134 9276 3811 
-5642 420 -4228 
-579 794 -9138 
-7860 343 -5884 
5844 -9155 -9174 
-6472 5433 1358 
-7821 -8004 2324 
8239 -4084 -6099 
-8160 1343 -9114 
728 7853 5337 
-1446 9072 -7372 
7360 -977 -7725 
1265 6394 9338 
-3152 1322 9744 
441 -5317 -5593 
5520 4429 7237 
-1446 -4196 -6212 
5033 8012 -9036 
-7798 5602 8809 
6111 4045 -2649 
-5327 1619 -6253 
-7982 6289 -1537 
-2428 -7932 -4758 
8083 1501 8224 
-7316 -168 6463 
3320 9827 -2377 
8306 -7276 -429 
-2591 98 -9356 
-5885 9415 4236 
1301 -4197 9877 
2467 1358 -3441 
8908 7108 -2397 
-7516 -5181 2984 
-8945 4335 726 
4288 6731 195 
-2830 -7471 -4932 
4696 996 -9200 
-5801 -9250 453 
-5668 -4859 -5169 
-853 -7182 -2083 
5497 -8056 -5293 
9143 8661 9111 
8010 -871 -9798 
-4543 3985 -5850 
2533 -9807 -8161 
-8809 -1870 -8392 
-1701 6900 9619 
6413 -9716 2974 
4268 -3178 -5527 
1633 -2393 -3269 
9105 2604 6795 
6520 8863 6662 
-3621 6334 141 
-373 4546 9681 
1407 4982 8737 
4916 -2786 -7736 
-4656 -6782 -8790 
9409 -506 9336 
-9186 -8904 -6412 
6404 8115 3235 
1048 3707 8634 
-915 -78 2000 
-4589 -5819 7655 
-8804 2493 -555 
8815 5460 -1773 
-348 -57 -3421 
-597 6660 4854 
3855 3793 -8791 
2991 4813 2894 
-3860 -8935 9275 
1790 -9074 -4377 
2661 -1255 2619 
-9062 -2675 -3520 
-3682 -9056 -9835 
-9956 -3846 8822 
-1112 -7291 -3990 
-4750 7383 -4088 
2252 -8624 -7177 
7470 -1419 4209 
1864 4827 4571 
1273 -3629 -3461 
-8299 3430 2074 
2106 -8093 -1886 
-2532 -1378 -7313 
-9206 1110 -8833 
-8683 379 6019 
-6783 -492 1321 
-6750 7997 2041 
-1353 -4472 2319 
189 4270 2429 
381 -6407 7578 
-8380 3966 4348 
434 -5328 -3102 
3359 -6774 8220 
6930 -3603 7306 
-4681 -8958 -5040 
-1735 7243 -6206 
9431 -5728 -4088 
23 3658 -7130 
7166 -890 -8026 
-4137 -5706 -9358 
1571 8388 -15 
-7385 -5186 475 
9113 -5002 1816 
1534 -580 3329 
-2272 9639 3800 
4983 -982 -5978 
-9090 9659 617 
-2850 -884 4753 
9191 5768 1860 
-4484 9885 -9048 
-2234 4817 -2451 
2752 3779 -251 
7093 2963 3750 
1948 1867 -43 
-3928 -6403 -1785 
3852 -4572 1596 
9884 4368 -7012 
2139 8728 2262 
3871 -2293 6984 
-8001 1860 7723 
-317 -8109 2355 
-3709 5686 -2982 
-2243 2662 9401 
-4015 -4411 -314 
-4942 1926 -9662 
-7697 -737 4728 
-8761 1539 -4579 
5818 -2351 6983 
-3807 928 8403 
-9366 -4885 9522 
3159 903 -5246 
-8031 -7607 7914 
-4732 -951 1414 
-2276 -369 6205 
-4961 1038 2111 
7979 -1758 -8421 
9585 2005 6302 
-2230 -5378 7876 
5157 -378 2447 
-984 -5910 -8731 
1804 101 9226 
-9360 -8001 3407 
-1306 -4039 6006 
9410 -5515 -7541 
-5007 1433 -4183 
-3762 3200 -4943 
-7486 7392 -6727 
1070 -5748 2503 
3742 6128 -7339 
-7650 3608 -7805 
6107 -441 -5508 
-9734 9873 -2534 
3420 -7368 1626 
-1176 7395 -8301 
8856 6217 -4815 
-9279 7545 8219 
-1428 -9443 -8799 
-7015 1161 -9101 
-9948 993 1357 
4547 1496 -3754 
8574 1907 5101 
5457 756 1040 
-8200 2922 -1637 
-4903 -1978 -6366 
7901 -5376 9269 
8556 -2858 -2742 
8689 9666 -5571 
9852 -944 8925 
-8150 -1363 -5941 
2942 9385 863 
-8093 8702 4393 
1728 -8196 -5177 
3822 -8428 4176 
-6513 -5243 -5950 
-7392 3528 -4472 
9728 -858 -6266 
3103 -2848 -8042 
2190 376 -9077 
-4566 1459 1289 
3524 -3989 -5661 
9544 -4438 -1047 
4682 -3176 -6614 
3216 -8924 -176 
-4212 -5812 -5621 
5349 -2507 -9354 
4594 4700 -1417 
-2435 -2141 -3567 
9638 7957 1811 
-6495 -1895 6062 
